Date,County,Population,Cases,Deaths,Policies & Announcements (Texas Government)
12/25/2020,MONTGOMERY COUNTY,607391,0,0,None
12/26/2020,MONTGOMERY COUNTY,607391,0,0,None
12/27/2020,MONTGOMERY COUNTY,607391,0,0,None
12/28/2020,MONTGOMERY COUNTY,607391,0,1,None
12/29/2020,MONTGOMERY COUNTY,607391,2013,1,None
12/30/2020,MONTGOMERY COUNTY,607391,271,1,None
12/31/2020,MONTGOMERY COUNTY,607391,0,2,None
1/1/2021,MONTGOMERY COUNTY,607391,0,4,None
1/2/2021,MONTGOMERY COUNTY,607391,0,0,None
1/3/2021,MONTGOMERY COUNTY,607391,0,1,None
1/4/2021,MONTGOMERY COUNTY,607391,1677,1,None
1/5/2021,MONTGOMERY COUNTY,607391,485,1,None
1/6/2021,MONTGOMERY COUNTY,607391,484,6,None
1/7/2021,MONTGOMERY COUNTY,607391,352,5,None
1/8/2021,MONTGOMERY COUNTY,607391,346,6,None
1/9/2021,MONTGOMERY COUNTY,607391,0,0,None
1/10/2021,MONTGOMERY COUNTY,607391,0,1,None
1/11/2021,MONTGOMERY COUNTY,607391,1105,2,None
1/12/2021,MONTGOMERY COUNTY,607391,723,9,None
1/13/2021,MONTGOMERY COUNTY,607391,383,5,None
1/14/2021,MONTGOMERY COUNTY,607391,370,3,None
1/15/2021,MONTGOMERY COUNTY,607391,431,5,None
1/16/2021,MONTGOMERY COUNTY,607391,0,11,None
1/17/2021,MONTGOMERY COUNTY,607391,0,1,None
1/18/2021,MONTGOMERY COUNTY,607391,0,0,None
1/19/2021,MONTGOMERY COUNTY,607391,1417,5,None
1/20/2021,MONTGOMERY COUNTY,607391,296,6,None
1/21/2021,MONTGOMERY COUNTY,607391,452,8,None
1/22/2021,MONTGOMERY COUNTY,607391,309,3,None
1/23/2021,MONTGOMERY COUNTY,607391,0,4,None
1/24/2021,MONTGOMERY COUNTY,607391,0,4,None
1/25/2021,MONTGOMERY COUNTY,607391,864,0,None
1/26/2021,MONTGOMERY COUNTY,607391,1731,7,None
1/27/2021,MONTGOMERY COUNTY,607391,482,7,None
1/28/2021,MONTGOMERY COUNTY,607391,347,4,None
1/29/2021,MONTGOMERY COUNTY,607391,337,6,None
1/30/2021,MONTGOMERY COUNTY,607391,0,7,None
1/31/2021,MONTGOMERY COUNTY,607391,0,1,None
2/1/2021,MONTGOMERY COUNTY,607391,801,1,None
2/2/2021,MONTGOMERY COUNTY,607391,318,5,None
2/3/2021,MONTGOMERY COUNTY,607391,241,5,None
2/4/2021,MONTGOMERY COUNTY,607391,353,4,None
2/5/2021,MONTGOMERY COUNTY,607391,356,3,None
2/6/2021,MONTGOMERY COUNTY,607391,0,2,None
2/7/2021,MONTGOMERY COUNTY,607391,0,3,None
2/8/2021,MONTGOMERY COUNTY,607391,538,1,None
2/9/2021,MONTGOMERY COUNTY,607391,413,1,Governor Greg Abbott today announced that the Texas Department of Housing and Community Affairs (TDHCA) has launched the Texas Rent Relief Program — the first statewide rent and utility assistance program for qualifying households throughout Texas. This program has been created to administer the more than $1 billion allocated to Texas through the latest federal COVID-19 stimulus bill
2/10/2021,MONTGOMERY COUNTY,607391,216,5,None
2/11/2021,MONTGOMERY COUNTY,607391,333,5,None
2/12/2021,MONTGOMERY COUNTY,607391,267,0,None
2/13/2021,MONTGOMERY COUNTY,607391,0,6,None
2/14/2021,MONTGOMERY COUNTY,607391,0,4,None
2/15/2021,MONTGOMERY COUNTY,607391,0,2,None
2/16/2021,MONTGOMERY COUNTY,607391,0,0,None
2/17/2021,MONTGOMERY COUNTY,607391,0,0,None
2/18/2021,MONTGOMERY COUNTY,607391,0,1,None
2/19/2021,MONTGOMERY COUNTY,607391,983,1,None
2/20/2021,MONTGOMERY COUNTY,607391,0,4,None
2/21/2021,MONTGOMERY COUNTY,607391,0,3,None
2/22/2021,MONTGOMERY COUNTY,607391,286,0,None
2/23/2021,MONTGOMERY COUNTY,607391,93,3,None
2/24/2021,MONTGOMERY COUNTY,607391,140,1,None
2/25/2021,MONTGOMERY COUNTY,607391,283,5,None
2/26/2021,MONTGOMERY COUNTY,607391,137,2,None
2/27/2021,MONTGOMERY COUNTY,607391,0,0,None
2/28/2021,MONTGOMERY COUNTY,607391,0,0,None
3/1/2021,MONTGOMERY COUNTY,607391,529,0,None
3/2/2021,MONTGOMERY COUNTY,607391,107,5,None
3/3/2021,MONTGOMERY COUNTY,607391,237,4,None
3/4/2021,MONTGOMERY COUNTY,607391,186,5,None
3/5/2021,MONTGOMERY COUNTY,607391,0,5,None
3/6/2021,MONTGOMERY COUNTY,607391,186,2,None
3/7/2021,MONTGOMERY COUNTY,607391,0,0,None
3/8/2021,MONTGOMERY COUNTY,607391,290,0,None
3/9/2021,MONTGOMERY COUNTY,607391,179,1,None
3/10/2021,MONTGOMERY COUNTY,607391,81,2,None
3/11/2021,MONTGOMERY COUNTY,607391,199,5,None
3/12/2021,MONTGOMERY COUNTY,607391,178,4,None
3/13/2021,MONTGOMERY COUNTY,607391,0,0,None
3/14/2021,MONTGOMERY COUNTY,607391,0,0,None
3/15/2021,MONTGOMERY COUNTY,607391,307,0,None
3/16/2021,MONTGOMERY COUNTY,607391,117,1,None
3/17/2021,MONTGOMERY COUNTY,607391,71,6,None
3/18/2021,MONTGOMERY COUNTY,607391,168,4,None
3/19/2021,MONTGOMERY COUNTY,607391,230,2,None
3/20/2021,MONTGOMERY COUNTY,607391,0,2,None
3/21/2021,MONTGOMERY COUNTY,607391,0,1,None
3/22/2021,MONTGOMERY COUNTY,607391,291,0,None
3/23/2021,MONTGOMERY COUNTY,607391,151,0,None
3/24/2021,MONTGOMERY COUNTY,607391,207,5,None
3/25/2021,MONTGOMERY COUNTY,607391,119,5,None
3/26/2021,MONTGOMERY COUNTY,607391,94,1,None
3/27/2021,MONTGOMERY COUNTY,607391,0,2,None
3/28/2021,MONTGOMERY COUNTY,607391,0,1,None
3/29/2021,MONTGOMERY COUNTY,607391,312,1,None
3/30/2021,MONTGOMERY COUNTY,607391,130,2,None
3/31/2021,MONTGOMERY COUNTY,607391,109,0,None
4/1/2021,MONTGOMERY COUNTY,607391,128,5,None
4/2/2021,MONTGOMERY COUNTY,607391,0,1,None
4/3/2021,MONTGOMERY COUNTY,607391,0,1,None
4/4/2021,MONTGOMERY COUNTY,607391,0,1,None
4/5/2021,MONTGOMERY COUNTY,607391,234,0,None
4/6/2021,MONTGOMERY COUNTY,607391,97,2,None
4/7/2021,MONTGOMERY COUNTY,607391,148,1,None
4/8/2021,MONTGOMERY COUNTY,607391,100,4,None
4/9/2021,MONTGOMERY COUNTY,607391,103,2,None
4/10/2021,MONTGOMERY COUNTY,607391,0,1,None
4/11/2021,MONTGOMERY COUNTY,607391,0,-1,None
4/12/2021,MONTGOMERY COUNTY,607391,373,0,None
4/13/2021,MONTGOMERY COUNTY,607391,80,0,None
4/14/2021,MONTGOMERY COUNTY,607391,126,1,None
4/15/2021,MONTGOMERY COUNTY,607391,49,2,None
4/16/2021,MONTGOMERY COUNTY,607391,61,0,None
4/17/2021,MONTGOMERY COUNTY,607391,0,0,None
4/18/2021,MONTGOMERY COUNTY,607391,0,3,None
4/19/2021,MONTGOMERY COUNTY,607391,248,0,None
4/20/2021,MONTGOMERY COUNTY,607391,201,4,None
4/21/2021,MONTGOMERY COUNTY,607391,133,2,None
4/22/2021,MONTGOMERY COUNTY,607391,24,3,None
4/23/2021,MONTGOMERY COUNTY,607391,101,4,None
4/24/2021,MONTGOMERY COUNTY,607391,0,1,None
4/25/2021,MONTGOMERY COUNTY,607391,0,1,None
4/26/2021,MONTGOMERY COUNTY,607391,245,0,None
4/27/2021,MONTGOMERY COUNTY,607391,0,1,None
4/28/2021,MONTGOMERY COUNTY,607391,279,2,None
4/29/2021,MONTGOMERY COUNTY,607391,92,3,None
4/30/2021,MONTGOMERY COUNTY,607391,241,1,None
5/1/2021,MONTGOMERY COUNTY,607391,0,1,None
5/2/2021,MONTGOMERY COUNTY,607391,0,0,None
5/3/2021,MONTGOMERY COUNTY,607391,254,0,None
5/4/2021,MONTGOMERY COUNTY,607391,30,0,None
5/5/2021,MONTGOMERY COUNTY,607391,114,1,None
5/6/2021,MONTGOMERY COUNTY,607391,37,2,None
5/7/2021,MONTGOMERY COUNTY,607391,84,1,None
5/8/2021,MONTGOMERY COUNTY,607391,0,2,None
5/9/2021,MONTGOMERY COUNTY,607391,0,0,None
5/10/2021,MONTGOMERY COUNTY,607391,192,0,None
5/11/2021,MONTGOMERY COUNTY,607391,87,2,None
5/12/2021,MONTGOMERY COUNTY,607391,74,1,None
5/13/2021,MONTGOMERY COUNTY,607391,93,0,None
5/14/2021,MONTGOMERY COUNTY,607391,69,2,None
5/15/2021,MONTGOMERY COUNTY,607391,0,1,None
5/16/2021,MONTGOMERY COUNTY,607391,0,0,None
5/17/2021,MONTGOMERY COUNTY,607391,228,0,None
5/18/2021,MONTGOMERY COUNTY,607391,73,1,None
5/19/2021,MONTGOMERY COUNTY,607391,61,1,None
5/20/2021,MONTGOMERY COUNTY,607391,40,2,None
5/21/2021,MONTGOMERY COUNTY,607391,37,2,None
5/22/2021,MONTGOMERY COUNTY,607391,0,1,None
5/23/2021,MONTGOMERY COUNTY,607391,0,0,None
5/24/2021,MONTGOMERY COUNTY,607391,175,0,None
5/25/2021,MONTGOMERY COUNTY,607391,11,1,None
5/26/2021,MONTGOMERY COUNTY,607391,68,3,None
5/27/2021,MONTGOMERY COUNTY,607391,92,1,None
5/28/2021,MONTGOMERY COUNTY,607391,17,3,None
5/29/2021,MONTGOMERY COUNTY,607391,0,0,None
5/30/2021,MONTGOMERY COUNTY,607391,0,0,None
1/22/2020,TRINITY COUNTY,14651,0,0,None
1/23/2020,TRINITY COUNTY,14651,0,0,None
1/24/2020,TRINITY COUNTY,14651,0,0,None
1/25/2020,TRINITY COUNTY,14651,0,0,None
1/26/2020,TRINITY COUNTY,14651,0,0,None
1/27/2020,TRINITY COUNTY,14651,0,0,None
1/28/2020,TRINITY COUNTY,14651,0,0,None
1/29/2020,TRINITY COUNTY,14651,0,0,None
1/30/2020,TRINITY COUNTY,14651,0,0,None
1/31/2020,TRINITY COUNTY,14651,0,0,None
2/1/2020,TRINITY COUNTY,14651,0,0,None
2/2/2020,TRINITY COUNTY,14651,0,0,None
2/3/2020,TRINITY COUNTY,14651,0,0,None
2/4/2020,TRINITY COUNTY,14651,0,0,None
2/5/2020,TRINITY COUNTY,14651,0,0,None
2/6/2020,TRINITY COUNTY,14651,0,0,None
2/7/2020,TRINITY COUNTY,14651,0,0,None
2/8/2020,TRINITY COUNTY,14651,0,0,None
2/9/2020,TRINITY COUNTY,14651,0,0,None
2/10/2020,TRINITY COUNTY,14651,0,0,None
2/11/2020,TRINITY COUNTY,14651,0,0,None
2/12/2020,TRINITY COUNTY,14651,0,0,None
2/13/2020,TRINITY COUNTY,14651,0,0,None
2/14/2020,TRINITY COUNTY,14651,0,0,None
2/15/2020,TRINITY COUNTY,14651,0,0,None
2/16/2020,TRINITY COUNTY,14651,0,0,None
2/17/2020,TRINITY COUNTY,14651,0,0,None
2/18/2020,TRINITY COUNTY,14651,0,0,None
2/19/2020,TRINITY COUNTY,14651,0,0,None
2/20/2020,TRINITY COUNTY,14651,0,0,None
2/21/2020,TRINITY COUNTY,14651,0,0,None
2/22/2020,TRINITY COUNTY,14651,0,0,None
2/23/2020,TRINITY COUNTY,14651,0,0,None
2/24/2020,TRINITY COUNTY,14651,0,0,None
2/25/2020,TRINITY COUNTY,14651,0,0,None
2/26/2020,TRINITY COUNTY,14651,0,0,None
2/27/2020,TRINITY COUNTY,14651,0,0,None
2/28/2020,TRINITY COUNTY,14651,0,0,None
2/29/2020,TRINITY COUNTY,14651,0,0,None
3/1/2020,TRINITY COUNTY,14651,0,0,None
3/2/2020,TRINITY COUNTY,14651,0,0,None
3/3/2020,TRINITY COUNTY,14651,0,0,None
3/4/2020,TRINITY COUNTY,14651,0,0,None
3/5/2020,TRINITY COUNTY,14651,0,0,None
3/6/2020,TRINITY COUNTY,14651,0,0,None
3/7/2020,TRINITY COUNTY,14651,0,0,None
3/8/2020,TRINITY COUNTY,14651,0,0,None
3/9/2020,TRINITY COUNTY,14651,0,0,None
3/10/2020,TRINITY COUNTY,14651,0,0,None
3/11/2020,TRINITY COUNTY,14651,0,0,None
3/12/2020,TRINITY COUNTY,14651,0,0,None
3/13/2020,TRINITY COUNTY,14651,0,0,None
3/14/2020,TRINITY COUNTY,14651,0,0,None
3/15/2020,TRINITY COUNTY,14651,0,0,None
3/16/2020,TRINITY COUNTY,14651,0,0,None
3/17/2020,TRINITY COUNTY,14651,0,0,The Texas Department of State Health Services confirmed the first death as a result of COVID-19.
3/18/2020,TRINITY COUNTY,14651,0,0,None
3/19/2020,TRINITY COUNTY,14651,0,0,"The Governor issued a series of Executive Orders to accomplish the following: Order No. 1: Prohibiting public gatherings of 10 or more people; Order No. 2: Discouraging dine-in at restaurants and bars, or visitation of gyms and massage parlors; Order No. 3: Prohibiting visitation to nursing homes, retirement homes, or long-term care facilities; Order No. 4: Closing schools."
3/20/2020,TRINITY COUNTY,14651,0,0,"The Texas Supreme Court issued an emergency order suspending residential eviction proceedings through April 19, 2020."
3/21/2020,TRINITY COUNTY,14651,0,0,None
3/22/2020,TRINITY COUNTY,14651,0,0,None
3/23/2020,TRINITY COUNTY,14651,0,0,None
3/24/2020,TRINITY COUNTY,14651,0,0,None
3/25/2020,TRINITY COUNTY,14651,0,0,None
3/26/2020,TRINITY COUNTY,14651,0,0,None
3/27/2020,TRINITY COUNTY,14651,0,0,None
3/28/2020,TRINITY COUNTY,14651,0,0,The Department of Health and Human Services waived interview requirements for households applying for SNAP and continued benefits for existing households.
3/29/2020,TRINITY COUNTY,14651,0,0,None
3/30/2020,TRINITY COUNTY,14651,0,0,None
3/31/2020,TRINITY COUNTY,14651,0,0,None
4/1/2020,TRINITY COUNTY,14651,0,0,"The Governor and the Department of Housing and Community Affairs waived statutes related to the U.S. Department of Housing and Urban Developments HOME Investments Partnership program, granting flexible use of funds to help Texans pay their rent."
4/2/2020,TRINITY COUNTY,14651,0,0,None
4/3/2020,TRINITY COUNTY,14651,1,0,None
4/4/2020,TRINITY COUNTY,14651,1,0,None
4/5/2020,TRINITY COUNTY,14651,0,0,None
4/6/2020,TRINITY COUNTY,14651,0,0,None
4/7/2020,TRINITY COUNTY,14651,0,0,None
4/8/2020,TRINITY COUNTY,14651,0,0,None
4/9/2020,TRINITY COUNTY,14651,1,0,None
4/10/2020,TRINITY COUNTY,14651,0,0,None
4/11/2020,TRINITY COUNTY,14651,0,0,None
4/12/2020,TRINITY COUNTY,14651,0,0,None
4/13/2020,TRINITY COUNTY,14651,0,0,None
4/14/2020,TRINITY COUNTY,14651,1,0,None
4/15/2020,TRINITY COUNTY,14651,0,0,None
4/16/2020,TRINITY COUNTY,14651,3,0,None
4/17/2020,TRINITY COUNTY,14651,0,0,None
4/18/2020,TRINITY COUNTY,14651,0,0,None
4/19/2020,TRINITY COUNTY,14651,0,0,None
4/20/2020,TRINITY COUNTY,14651,0,0,None
4/21/2020,TRINITY COUNTY,14651,1,0,None
4/22/2020,TRINITY COUNTY,14651,0,0,None
4/23/2020,TRINITY COUNTY,14651,0,0,None
4/24/2020,TRINITY COUNTY,14651,0,0,"The Governor and the Texas Department of Housing and Community Affairs announced that Texas will provide HOME Tenant Based Rental Assistance to Texans experiencing housing challenges, made possible by waived recently authorized by U.S. Department of Housing and Urban Development."
4/25/2020,TRINITY COUNTY,14651,0,0,None
4/26/2020,TRINITY COUNTY,14651,0,0,None
4/27/2020,TRINITY COUNTY,14651,0,0,None
4/28/2020,TRINITY COUNTY,14651,0,0,None
4/29/2020,TRINITY COUNTY,14651,0,0,The Governor suspended certain statutes to temporarily allow for appearances before a notary public via videoconference when executing real-estate instruments such as mortgages.
4/30/2020,TRINITY COUNTY,14651,0,0,None
5/1/2020,TRINITY COUNTY,14651,0,0,None
5/2/2020,TRINITY COUNTY,14651,0,0,None
5/3/2020,TRINITY COUNTY,14651,0,0,None
5/4/2020,TRINITY COUNTY,14651,0,0,None
5/5/2020,TRINITY COUNTY,14651,1,0,None
5/6/2020,TRINITY COUNTY,14651,1,0,None
5/7/2020,TRINITY COUNTY,14651,0,0,None
5/8/2020,TRINITY COUNTY,14651,1,0,"The Governor, the Texas Education Agency, and the Dallas Independent School District launched Operation Connectivity, a statewide initiative to deliver internet connectivity and device solutions for schools, families, and students in the transition to at-home digital learning."
5/9/2020,TRINITY COUNTY,14651,0,0,None
5/10/2020,TRINITY COUNTY,14651,0,0,None
5/11/2020,TRINITY COUNTY,14651,0,0,None
5/12/2020,TRINITY COUNTY,14651,0,0,None
5/13/2020,TRINITY COUNTY,14651,0,0,None
5/14/2020,TRINITY COUNTY,14651,0,0,None
5/15/2020,TRINITY COUNTY,14651,0,0,None
5/16/2020,TRINITY COUNTY,14651,0,0,None
5/17/2020,TRINITY COUNTY,14651,0,0,None
5/18/2020,TRINITY COUNTY,14651,0,0,None
5/19/2020,TRINITY COUNTY,14651,0,0,"The Governor urged local governments to reduce the property tax burden on Texans. He also urged the passage of legislation to protect business owners, healthcare facilities and employees, and first responders from being held liable for COVID-19 exposure claims when they adhere to relevant public health guidelines."
5/20/2020,TRINITY COUNTY,14651,0,0,None
5/21/2020,TRINITY COUNTY,14651,0,0,None
5/22/2020,TRINITY COUNTY,14651,0,0,"The Governor released a public service announcement, Be A Good Neighbor. Be a Good Texan, encouraging Texans to do their part to protect themselves and others by following best practices including social distancing, wearing a face mask, and washing hands regularly."
5/23/2020,TRINITY COUNTY,14651,0,0,None
5/24/2020,TRINITY COUNTY,14651,2,0,None
5/25/2020,TRINITY COUNTY,14651,0,0,None
5/26/2020,TRINITY COUNTY,14651,0,0,None
5/27/2020,TRINITY COUNTY,14651,0,0,None
5/28/2020,TRINITY COUNTY,14651,0,0,None
5/29/2020,TRINITY COUNTY,14651,0,0,None
5/30/2020,TRINITY COUNTY,14651,1,0,None
5/31/2020,TRINITY COUNTY,14651,1,0,None
6/1/2020,TRINITY COUNTY,14651,0,0,None
6/2/2020,TRINITY COUNTY,14651,0,0,None
6/3/2020,TRINITY COUNTY,14651,0,0,None
6/4/2020,TRINITY COUNTY,14651,5,0,None
6/5/2020,TRINITY COUNTY,14651,0,0,None
6/6/2020,TRINITY COUNTY,14651,0,0,None
6/7/2020,TRINITY COUNTY,14651,0,0,None
6/8/2020,TRINITY COUNTY,14651,0,0,None
6/9/2020,TRINITY COUNTY,14651,2,0,None
6/10/2020,TRINITY COUNTY,14651,0,0,None
6/11/2020,TRINITY COUNTY,14651,0,0,None
6/12/2020,TRINITY COUNTY,14651,0,0,None
6/13/2020,TRINITY COUNTY,14651,0,0,None
6/14/2020,TRINITY COUNTY,14651,0,0,None
6/15/2020,TRINITY COUNTY,14651,0,0,None
6/16/2020,TRINITY COUNTY,14651,-5,0,None
6/17/2020,TRINITY COUNTY,14651,3,0,None
6/18/2020,TRINITY COUNTY,14651,1,0,None
6/19/2020,TRINITY COUNTY,14651,0,0,None
6/20/2020,TRINITY COUNTY,14651,1,0,None
6/21/2020,TRINITY COUNTY,14651,1,0,None
6/22/2020,TRINITY COUNTY,14651,0,0,None
6/23/2020,TRINITY COUNTY,14651,1,0,The Governor expanded the authority of mayors and county judges to impose restrictions on outdoor gatherings of over 100 people.
6/24/2020,TRINITY COUNTY,14651,2,0,None
6/25/2020,TRINITY COUNTY,14651,2,0,None
6/26/2020,TRINITY COUNTY,14651,0,0,None
6/27/2020,TRINITY COUNTY,14651,4,0,None
6/28/2020,TRINITY COUNTY,14651,0,0,None
6/29/2020,TRINITY COUNTY,14651,0,0,None
6/30/2020,TRINITY COUNTY,14651,0,0,None
7/1/2020,TRINITY COUNTY,14651,4,0,None
7/2/2020,TRINITY COUNTY,14651,3,0,None
7/3/2020,TRINITY COUNTY,14651,3,0,None
7/4/2020,TRINITY COUNTY,14651,2,0,None
7/5/2020,TRINITY COUNTY,14651,4,0,None
7/6/2020,TRINITY COUNTY,14651,0,0,None
7/7/2020,TRINITY COUNTY,14651,0,0,None
7/8/2020,TRINITY COUNTY,14651,0,0,None
7/9/2020,TRINITY COUNTY,14651,4,0,None
7/10/2020,TRINITY COUNTY,14651,4,0,None
7/11/2020,TRINITY COUNTY,14651,4,0,None
7/12/2020,TRINITY COUNTY,14651,9,0,None
7/13/2020,TRINITY COUNTY,14651,12,0,None
7/14/2020,TRINITY COUNTY,14651,2,0,None
7/15/2020,TRINITY COUNTY,14651,1,0,None
7/16/2020,TRINITY COUNTY,14651,5,0,None
7/17/2020,TRINITY COUNTY,14651,6,0,None
7/18/2020,TRINITY COUNTY,14651,2,0,None
7/19/2020,TRINITY COUNTY,14651,0,0,None
7/20/2020,TRINITY COUNTY,14651,5,0,None
7/21/2020,TRINITY COUNTY,14651,2,0,None
7/22/2020,TRINITY COUNTY,14651,3,0,None
7/23/2020,TRINITY COUNTY,14651,8,0,None
7/24/2020,TRINITY COUNTY,14651,2,0,None
7/25/2020,TRINITY COUNTY,14651,0,0,None
7/26/2020,TRINITY COUNTY,14651,0,0,None
7/27/2020,TRINITY COUNTY,14651,0,2,None
7/28/2020,TRINITY COUNTY,14651,0,0,None
7/29/2020,TRINITY COUNTY,14651,5,0,None
7/30/2020,TRINITY COUNTY,14651,7,0,None
7/31/2020,TRINITY COUNTY,14651,0,0,None
8/1/2020,TRINITY COUNTY,14651,6,0,None
8/2/2020,TRINITY COUNTY,14651,0,0,None
8/3/2020,TRINITY COUNTY,14651,8,0,None
8/4/2020,TRINITY COUNTY,14651,9,0,None
8/5/2020,TRINITY COUNTY,14651,1,1,None
8/6/2020,TRINITY COUNTY,14651,2,0,None
8/7/2020,TRINITY COUNTY,14651,1,0,None
8/8/2020,TRINITY COUNTY,14651,0,1,None
8/9/2020,TRINITY COUNTY,14651,0,0,None
8/10/2020,TRINITY COUNTY,14651,0,0,None
8/11/2020,TRINITY COUNTY,14651,0,0,None
8/12/2020,TRINITY COUNTY,14651,1,0,None
8/13/2020,TRINITY COUNTY,14651,5,0,None
8/14/2020,TRINITY COUNTY,14651,1,0,None
8/15/2020,TRINITY COUNTY,14651,0,0,None
8/16/2020,TRINITY COUNTY,14651,0,0,None
8/17/2020,TRINITY COUNTY,14651,0,0,None
8/18/2020,TRINITY COUNTY,14651,0,0,None
8/19/2020,TRINITY COUNTY,14651,4,0,None
8/20/2020,TRINITY COUNTY,14651,1,0,None
8/21/2020,TRINITY COUNTY,14651,1,0,None
8/22/2020,TRINITY COUNTY,14651,0,0,None
8/23/2020,TRINITY COUNTY,14651,0,0,None
8/24/2020,TRINITY COUNTY,14651,0,0,None
8/25/2020,TRINITY COUNTY,14651,3,0,None
8/26/2020,TRINITY COUNTY,14651,1,1,None
8/27/2020,TRINITY COUNTY,14651,0,0,None
8/28/2020,TRINITY COUNTY,14651,3,1,None
8/29/2020,TRINITY COUNTY,14651,1,0,None
8/30/2020,TRINITY COUNTY,14651,1,0,None
8/31/2020,TRINITY COUNTY,14651,0,0,None
9/1/2020,TRINITY COUNTY,14651,0,0,None
9/2/2020,TRINITY COUNTY,14651,1,0,None
9/3/2020,TRINITY COUNTY,14651,1,0,None
9/4/2020,TRINITY COUNTY,14651,0,0,None
9/5/2020,TRINITY COUNTY,14651,2,0,None
9/6/2020,TRINITY COUNTY,14651,0,0,None
9/7/2020,TRINITY COUNTY,14651,0,0,None
9/8/2020,TRINITY COUNTY,14651,0,0,None
9/9/2020,TRINITY COUNTY,14651,0,0,None
9/10/2020,TRINITY COUNTY,14651,0,0,None
9/11/2020,TRINITY COUNTY,14651,5,0,None
9/12/2020,TRINITY COUNTY,14651,0,0,None
9/13/2020,TRINITY COUNTY,14651,0,0,None
9/14/2020,TRINITY COUNTY,14651,0,0,None
9/15/2020,TRINITY COUNTY,14651,0,0,None
9/16/2020,TRINITY COUNTY,14651,2,0,None
9/17/2020,TRINITY COUNTY,14651,2,0,None
9/18/2020,TRINITY COUNTY,14651,0,0,None
9/19/2020,TRINITY COUNTY,14651,0,1,None
9/20/2020,TRINITY COUNTY,14651,0,0,None
9/21/2020,TRINITY COUNTY,14651,0,0,None
9/22/2020,TRINITY COUNTY,14651,3,0,None
9/23/2020,TRINITY COUNTY,14651,0,0,None
9/24/2020,TRINITY COUNTY,14651,0,0,None
9/25/2020,TRINITY COUNTY,14651,2,0,Governor Abbott announced over $171 million in CARES Act funding for rental assistance and the Texas Eviction Diversion Program
9/26/2020,TRINITY COUNTY,14651,0,0,None
9/27/2020,TRINITY COUNTY,14651,0,0,None
9/28/2020,TRINITY COUNTY,14651,0,0,None
9/29/2020,TRINITY COUNTY,14651,0,0,None
9/30/2020,TRINITY COUNTY,14651,1,0,None
10/1/2020,TRINITY COUNTY,14651,0,0,None
10/2/2020,TRINITY COUNTY,14651,1,0,None
10/3/2020,TRINITY COUNTY,14651,0,0,None
10/4/2020,TRINITY COUNTY,14651,0,0,None
10/5/2020,TRINITY COUNTY,14651,0,0,None
10/6/2020,TRINITY COUNTY,14651,1,0,None
10/7/2020,TRINITY COUNTY,14651,0,0,None
10/8/2020,TRINITY COUNTY,14651,0,0,None
10/9/2020,TRINITY COUNTY,14651,0,0,None
10/10/2020,TRINITY COUNTY,14651,0,0,None
10/11/2020,TRINITY COUNTY,14651,0,0,None
10/12/2020,TRINITY COUNTY,14651,0,0,None
10/13/2020,TRINITY COUNTY,14651,0,0,None
10/14/2020,TRINITY COUNTY,14651,0,0,None
10/15/2020,TRINITY COUNTY,14651,1,0,None
10/16/2020,TRINITY COUNTY,14651,0,0,None
10/17/2020,TRINITY COUNTY,14651,0,0,None
10/18/2020,TRINITY COUNTY,14651,0,0,None
10/19/2020,TRINITY COUNTY,14651,1,0,None
10/20/2020,TRINITY COUNTY,14651,3,0,None
10/21/2020,TRINITY COUNTY,14651,1,0,None
10/22/2020,TRINITY COUNTY,14651,0,0,None
10/23/2020,TRINITY COUNTY,14651,0,0,None
10/24/2020,TRINITY COUNTY,14651,1,0,None
10/25/2020,TRINITY COUNTY,14651,0,0,None
10/26/2020,TRINITY COUNTY,14651,0,0,None
10/27/2020,TRINITY COUNTY,14651,0,0,None
10/28/2020,TRINITY COUNTY,14651,0,1,None
10/29/2020,TRINITY COUNTY,14651,0,0,None
10/30/2020,TRINITY COUNTY,14651,2,0,None
10/31/2020,TRINITY COUNTY,14651,0,0,None
11/1/2020,TRINITY COUNTY,14651,21,0,None
11/2/2020,TRINITY COUNTY,14651,1,0,None
11/3/2020,TRINITY COUNTY,14651,9,0,None
11/4/2020,TRINITY COUNTY,14651,1,0,None
11/5/2020,TRINITY COUNTY,14651,0,0,None
11/6/2020,TRINITY COUNTY,14651,2,0,None
11/7/2020,TRINITY COUNTY,14651,0,0,None
11/8/2020,TRINITY COUNTY,14651,1,0,None
11/9/2020,TRINITY COUNTY,14651,1,0,None
11/10/2020,TRINITY COUNTY,14651,0,0,None
11/11/2020,TRINITY COUNTY,14651,0,0,None
11/12/2020,TRINITY COUNTY,14651,0,0,None
11/13/2020,TRINITY COUNTY,14651,0,0,None
11/14/2020,TRINITY COUNTY,14651,0,0,None
11/15/2020,TRINITY COUNTY,14651,1,0,None
11/16/2020,TRINITY COUNTY,14651,0,0,None
11/17/2020,TRINITY COUNTY,14651,1,0,None
11/18/2020,TRINITY COUNTY,14651,3,0,None
11/19/2020,TRINITY COUNTY,14651,7,0,None
11/20/2020,TRINITY COUNTY,14651,0,0,None
11/21/2020,TRINITY COUNTY,14651,0,0,None
11/22/2020,TRINITY COUNTY,14651,1,0,None
11/23/2020,TRINITY COUNTY,14651,0,0,None
11/24/2020,TRINITY COUNTY,14651,1,0,None
